time,open,high,low,close,tick_volume,spread,real_volume
2026-07-17 02:55:00,162.357,162.394,162.355,162.38,212,4,0
2026-07-17 03:00:00,162.381,162.396,162.368,162.393,383,3,0
2026-07-17 03:05:00,162.393,162.415,162.384,162.414,276,3,0
2026-07-17 03:10:00,162.414,162.425,162.39,162.391,288,3,0
2026-07-17 03:15:00,162.391,162.416,162.373,162.416,332,3,0
2026-07-17 03:20:00,162.416,162.429,162.407,162.42,252,3,0
2026-07-17 03:25:00,162.42,162.421,162.383,162.403,304,3,0
2026-07-17 03:30:00,162.403,162.418,162.394,162.406,324,3,0
2026-07-17 03:35:00,162.406,162.406,162.359,162.393,418,3,0
2026-07-17 03:40:00,162.393,162.408,162.375,162.388,294,3,0
2026-07-17 03:45:00,162.388,162.408,162.375,162.378,344,3,0
2026-07-17 03:50:00,162.376,162.449,162.359,162.413,657,3,0
2026-07-17 03:55:00,162.413,162.431,162.393,162.42,413,3,0
2026-07-17 04:00:00,162.42,162.436,162.406,162.433,448,3,0
2026-07-17 04:05:00,162.432,162.45,162.414,162.44,340,3,0
2026-07-17 04:10:00,162.44,162.463,162.44,162.443,225,3,0
2026-07-17 04:15:00,162.443,162.444,162.424,162.429,240,3,0
2026-07-17 04:20:00,162.429,162.44,162.426,162.428,249,3,0
2026-07-17 04:25:00,162.428,162.442,162.412,162.442,286,3,0
2026-07-17 04:30:00,162.442,162.442,162.422,162.438,271,3,0
2026-07-17 04:35:00,162.439,162.456,162.437,162.455,280,3,0
2026-07-17 04:40:00,162.455,162.465,162.439,162.443,261,3,0
2026-07-17 04:45:00,162.443,162.458,162.44,162.453,214,3,0
2026-07-17 04:50:00,162.453,162.471,162.442,162.466,307,3,0
2026-07-17 04:55:00,162.466,162.472,162.462,162.466,244,3,0
2026-07-17 05:00:00,162.466,162.467,162.435,162.444,365,3,0
2026-07-17 05:05:00,162.445,162.453,162.42,162.425,232,3,0
2026-07-17 05:10:00,162.424,162.445,162.421,162.432,213,3,0
2026-07-17 05:15:00,162.431,162.44,162.429,162.429,182,3,0
2026-07-17 05:20:00,162.429,162.429,162.409,162.417,189,3,0
2026-07-17 05:25:00,162.417,162.431,162.414,162.431,228,3,0
2026-07-17 05:30:00,162.431,162.439,162.426,162.428,258,3,0
2026-07-17 05:35:00,162.427,162.432,162.414,162.426,181,3,0
2026-07-17 05:40:00,162.425,162.426,162.4,162.411,224,3,0
2026-07-17 05:45:00,162.411,162.417,162.372,162.378,229,3,0
2026-07-17 05:50:00,162.378,162.386,162.366,162.374,232,3,0
2026-07-17 05:55:00,162.374,162.375,162.335,162.369,347,3,0
2026-07-17 06:00:00,162.37,162.386,162.357,162.372,276,3,0
2026-07-17 06:05:00,162.372,162.374,162.361,162.365,283,3,0
2026-07-17 06:10:00,162.364,162.376,162.363,162.372,161,3,0
2026-07-17 06:15:00,162.372,162.375,162.358,162.375,305,3,0
2026-07-17 06:20:00,162.375,162.38,162.373,162.378,180,3,0
2026-07-17 06:25:00,162.378,162.391,162.376,162.381,225,3,0
2026-07-17 06:30:00,162.382,162.392,162.376,162.383,181,3,0
2026-07-17 06:35:00,162.383,162.393,162.379,162.391,215,3,0
2026-07-17 06:40:00,162.39,162.398,162.38,162.395,151,3,0
2026-07-17 06:45:00,162.395,162.411,162.392,162.407,175,3,0
2026-07-17 06:50:00,162.407,162.407,162.394,162.407,169,3,0
2026-07-17 06:55:00,162.407,162.41,162.388,162.394,181,3,0
2026-07-17 07:00:00,162.394,162.398,162.371,162.384,226,3,0
2026-07-17 07:05:00,162.384,162.409,162.384,162.408,158,3,0
2026-07-17 07:10:00,162.408,162.417,162.404,162.408,140,3,0
2026-07-17 07:15:00,162.409,162.424,162.405,162.42,185,3,0
2026-07-17 07:20:00,162.42,162.422,162.41,162.419,108,3,0
2026-07-17 07:25:00,162.419,162.425,162.417,162.423,122,3,0
2026-07-17 07:30:00,162.423,162.425,162.415,162.423,154,3,0
2026-07-17 07:35:00,162.423,162.43,162.411,162.417,154,3,0
2026-07-17 07:40:00,162.418,162.423,162.412,162.413,211,3,0
2026-07-17 07:45:00,162.414,162.415,162.399,162.411,134,3,0
2026-07-17 07:50:00,162.411,162.418,162.398,162.412,126,3,0
2026-07-17 07:55:00,162.412,162.416,162.408,162.415,91,3,0
2026-07-17 08:00:00,162.415,162.418,162.411,162.411,150,3,0
2026-07-17 08:05:00,162.411,162.419,162.407,162.415,174,3,0
2026-07-17 08:10:00,162.414,162.442,162.414,162.432,179,3,0
